SystemTime,destinationIP,lastHopIP,linkQuality,neighborLinkQuality,tcEdgeCost,validityTime
1466418473,10.0.0.2,10.0.0.1,1,0.894,1145,282564
1466418473,10.0.0.1,10.0.0.2,0.847,1,1208,279736
1466418473,10.0.0.3,10.0.0.2,1,0.894,1145,279736
1466418473,10.0.0.2,10.0.0.3,0.839,1,1220,283778
1466418473,10.0.0.4,10.0.0.3,0.446,0.839,2729,283778
1466418473,10.0.0.5,10.0.0.3,0.94,0.886,1227,283778
1466418473,10.0.0.6,10.0.0.3,0.553,0.776,2385,283778
1466418473,10.0.0.3,10.0.0.4,0.839,0.388,3142,278225
1466418473,10.0.0.5,10.0.0.4,1,0.553,1851,278225
1466418473,10.0.0.3,10.0.0.5,0.886,0.94,1227,0
1466418473,10.0.0.4,10.0.0.5,0.643,1,1592,0
1466418473,10.0.0.6,10.0.0.5,0.721,0.831,1706,0
1466418473,10.0.0.3,10.0.0.6,0.776,0.446,2949,276725
1466418473,10.0.0.5,10.0.0.6,0.831,0.721,1706,276725
1466418504,10.0.0.2,10.0.0.1,1,1,1024,276843
1466418504,10.0.0.1,10.0.0.2,1,1,1024,279485
1466418504,10.0.0.3,10.0.0.2,1,1,1024,279485
1466418504,10.0.0.2,10.0.0.3,0.94,1,1088,276052
1466418504,10.0.0.4,10.0.0.3,0.831,0.878,1402,276052
1466418504,10.0.0.5,10.0.0.3,1,1,1024,276052
1466418504,10.0.0.6,10.0.0.3,0.643,0.831,1915,276052
1466418504,10.0.0.3,10.0.0.4,0.94,0.831,1308,278627
1466418504,10.0.0.5,10.0.0.4,1,0.94,1088,278627
1466418504,10.0.0.3,10.0.0.5,1,1,1024,0
1466418504,10.0.0.4,10.0.0.5,0.94,1,1088,0
1466418504,10.0.0.6,10.0.0.5,0.944,0.886,1222,0
1466418504,10.0.0.3,10.0.0.6,0.831,0.643,1915,280089
1466418504,10.0.0.5,10.0.0.6,0.944,0.94,1151,280089
1466418535,10.0.0.2,10.0.0.1,1,1,1024,283917
1466418535,10.0.0.1,10.0.0.2,1,1,1024,279335
1466418535,10.0.0.3,10.0.0.2,1,1,1024,279335
1466418535,10.0.0.2,10.0.0.3,1,1,1024,279365
1466418535,10.0.0.4,10.0.0.3,0.839,0.937,1301,279365
1466418535,10.0.0.5,10.0.0.3,0.831,0.662,1858,279365
1466418535,10.0.0.6,10.0.0.3,0.732,0.576,2422,279365
1466418535,10.0.0.3,10.0.0.4,0.937,0.788,1386,276320
1466418535,10.0.0.5,10.0.0.4,1,0.839,1220,276320
1466418535,10.0.0.3,10.0.0.5,0.662,0.831,1858,0
1466418535,10.0.0.4,10.0.0.5,0.894,1,1145,0
1466418535,10.0.0.6,10.0.0.5,1,0.878,1165,0
1466418535,10.0.0.3,10.0.0.6,0.576,0.761,2334,279187
1466418535,10.0.0.5,10.0.0.6,0.878,1,1165,279187
1466418566,10.0.0.2,10.0.0.1,1,1,1024,279403
1466418566,10.0.0.1,10.0.0.2,1,1,1024,280285
1466418566,10.0.0.3,10.0.0.2,1,1,1024,280285
1466418566,10.0.0.2,10.0.0.3,1,1,1024,280469
1466418566,10.0.0.4,10.0.0.3,1,1,1024,280469
1466418566,10.0.0.5,10.0.0.3,1,1,1024,280469
1466418566,10.0.0.6,10.0.0.3,0.937,0.662,1648,280469
1466418566,10.0.0.3,10.0.0.4,1,1,1024,275064
1466418566,10.0.0.5,10.0.0.4,1,1,1024,275064
1466418566,10.0.0.3,10.0.0.5,1,1,1024,0
1466418566,10.0.0.4,10.0.0.5,1,1,1024,0
1466418566,10.0.0.6,10.0.0.5,1,1,1024,0
1466418566,10.0.0.3,10.0.0.6,0.662,0.94,1641,277631
1466418566,10.0.0.5,10.0.0.6,0.944,1,1083,277631
1466418592,10.0.0.2,10.0.0.1,1,1,1024,271377
1466418592,10.0.0.1,10.0.0.2,1,1,1024,282495
1466418592,10.0.0.3,10.0.0.2,1,1,1024,282495
1466418592,10.0.0.2,10.0.0.3,1,1,1024,282978
1466418592,10.0.0.4,10.0.0.3,1,1,1024,282978
1466418592,10.0.0.5,10.0.0.3,1,1,1024,282978
1466418592,10.0.0.6,10.0.0.3,0.713,0.819,1750,282978
1466418592,10.0.0.3,10.0.0.4,1,1,1024,279882
1466418592,10.0.0.5,10.0.0.4,1,1,1024,279882
1466418592,10.0.0.3,10.0.0.5,0.886,1,1155,0
1466418592,10.0.0.4,10.0.0.5,1,1,1024,0
1466418592,10.0.0.6,10.0.0.5,1,1,1024,0
1466418592,10.0.0.3,10.0.0.6,0.623,0.886,1852,278791
1466418592,10.0.0.5,10.0.0.6,1,1,1024,278791
1466418623,10.0.0.2,10.0.0.1,1,1,1024,266689
1466418623,10.0.0.1,10.0.0.2,1,1,1024,277570
1466418623,10.0.0.3,10.0.0.2,1,1,1024,277570
1466418623,10.0.0.2,10.0.0.3,1,1,1024,278001
1466418623,10.0.0.4,10.0.0.3,0.776,1,1318,278001
1466418623,10.0.0.5,10.0.0.3,0.944,0.894,1211,278001
1466418623,10.0.0.6,10.0.0.3,0.521,0.388,5057,278001
1466418623,10.0.0.3,10.0.0.4,1,0.776,1318,278066
1466418623,10.0.0.5,10.0.0.4,1,0.862,1186,278066
1466418623,10.0.0.3,10.0.0.5,0.886,0.944,1222,0
1466418623,10.0.0.4,10.0.0.5,0.862,1,1186,0
1466418623,10.0.0.6,10.0.0.5,0.894,1,1145,0
1466418623,10.0.0.3,10.0.0.6,0.446,0.521,4391,282445
1466418623,10.0.0.5,10.0.0.6,1,0.894,1145,282445
1466418654,10.0.0.2,10.0.0.1,1,1,1024,270811
1466418654,10.0.0.1,10.0.0.2,1,1,1024,273103
1466418654,10.0.0.3,10.0.0.2,1,1,1024,273103
1466418654,10.0.0.2,10.0.0.3,1,1,1024,277150
1466418654,10.0.0.4,10.0.0.3,0.831,0.94,1308,277150
1466418654,10.0.0.5,10.0.0.3,0.796,0.682,1885,277150
1466418654,10.0.0.6,10.0.0.3,0.364,0.553,5077,277150
1466418654,10.0.0.3,10.0.0.4,0.886,0.831,1389,276919
1466418654,10.0.0.5,10.0.0.4,1,0.721,1419,276919
1466418654,10.0.0.3,10.0.0.5,0.529,0.796,2429,0
1466418654,10.0.0.4,10.0.0.5,0.788,1,1299,0
1466418654,10.0.0.6,10.0.0.5,0.701,1,1458,0
1466418654,10.0.0.3,10.0.0.6,0.474,0.364,5917,278079
1466418654,10.0.0.5,10.0.0.6,1,0.682,1500,278079
1466418685,10.0.0.2,10.0.0.1,1,1,1024,281401
1466418685,10.0.0.1,10.0.0.2,1,1,1024,278573
1466418685,10.0.0.3,10.0.0.2,1,0.788,1299,278573
1466418685,10.0.0.2,10.0.0.3,0.886,1,1155,284127
1466418685,10.0.0.4,10.0.0.3,0.831,0.819,1502,284127
1466418685,10.0.0.5,10.0.0.3,0.831,0.607,2026,284127
1466418685,10.0.0.6,10.0.0.3,0.271,0.364,10376,284127
1466418685,10.0.0.3,10.0.0.4,0.819,0.886,1409,276209
1466418685,10.0.0.5,10.0.0.4,1,0.776,1318,276209
1466418685,10.0.0.3,10.0.0.5,0.627,0.831,1963,0
1466418685,10.0.0.4,10.0.0.5,0.886,1,1155,0
1466418685,10.0.0.6,10.0.0.5,0.812,0.886,1423,0
1466418685,10.0.0.3,10.0.0.6,0.364,0.219,12785,280986
1466418685,10.0.0.5,10.0.0.6,0.831,0.776,1586,280986
1466418716,10.0.0.2,10.0.0.1,1,1,1024,250350
1466418716,10.0.0.1,10.0.0.2,0.831,1,1231,281340
1466418716,10.0.0.3,10.0.0.2,1,0.94,1088,281340
1466418716,10.0.0.2,10.0.0.3,0.94,1,1088,279664
1466418716,10.0.0.4,10.0.0.3,0.646,0.886,1785,279664
1466418716,10.0.0.5,10.0.0.3,0.701,0.701,2078,279664
1466418716,10.0.0.6,10.0.0.3,0.329,0.259,12010,279664
1466418716,10.0.0.3,10.0.0.4,0.886,0.646,1785,280231
1466418716,10.0.0.5,10.0.0.4,0.944,0.607,1782,280231
1466418716,10.0.0.3,10.0.0.5,0.553,0.623,2970,0
1466418716,10.0.0.4,10.0.0.5,0.627,0.94,1734,0
1466418716,10.0.0.6,10.0.0.5,0.94,0.94,1156,0
1466418716,10.0.0.3,10.0.0.6,0.274,0.329,11324,282244
1466418716,10.0.0.5,10.0.0.6,0.94,0.94,1156,282244
1466418762,10.0.0.2,10.0.0.1,1,0.831,1231,266183
1466418762,10.0.0.1,10.0.0.2,1,1,1024,275716
1466418762,10.0.0.3,10.0.0.2,0.886,0.732,1575,275716
