SystemTime,ipAdress,symmetric,multiPointRelay,multiPointRelaySelector,willingness,twoHopNeighborCount
1466418473,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466418473,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466418504,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466418504,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466418535,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466418535,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466418566,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466418566,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466418592,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466418592,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466418623,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466418623,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466418654,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466418654,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466418685,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466418685,10.0.0.6,FALSE,FALSE,FALSE,3,2
1466418685,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418716,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466418716,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466418773,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466418773,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418804,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466418804,10.0.0.6,FALSE,FALSE,FALSE,3,2
1466418804,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418835,10.0.0.5,TRUE,TRUE,TRUE,3,3
1466418835,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466418866,10.0.0.5,TRUE,TRUE,TRUE,3,3
1466418866,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418923,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466418923,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466418954,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466418954,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466418985,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466418985,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419016,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419016,10.0.0.6,FALSE,FALSE,FALSE,3,2
1466419016,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419047,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419047,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419073,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419073,10.0.0.6,FALSE,FALSE,FALSE,3,2
1466419073,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419104,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419104,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466419135,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419135,10.0.0.6,FALSE,FALSE,FALSE,3,2
1466419135,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419166,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419166,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419197,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419197,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419222,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419222,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419253,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419253,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419285,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419285,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419316,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419316,10.0.0.6,FALSE,FALSE,FALSE,3,2
1466419316,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419347,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419347,10.0.0.6,FALSE,FALSE,FALSE,3,2
1466419347,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419372,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419372,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419403,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419403,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419434,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419434,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419466,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419466,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419496,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419496,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419522,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419522,10.0.0.6,FALSE,FALSE,FALSE,3,2
1466419522,10.0.0.3,FALSE,FALSE,FALSE,3,3
1466419553,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419553,10.0.0.3,FALSE,FALSE,FALSE,3,3
1466419584,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419584,10.0.0.3,FALSE,FALSE,FALSE,3,3
1466419615,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419615,10.0.0.6,FALSE,FALSE,FALSE,3,2
1466419615,10.0.0.3,FALSE,FALSE,FALSE,3,3
1466419646,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419646,10.0.0.3,FALSE,FALSE,FALSE,3,3
1466419672,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419672,10.0.0.3,FALSE,FALSE,FALSE,3,3
1466419703,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419703,10.0.0.3,FALSE,FALSE,FALSE,3,3
1466419734,10.0.0.5,FALSE,FALSE,FALSE,3,2
1466419734,10.0.0.3,FALSE,FALSE,FALSE,3,3
1466419765,10.0.0.5,TRUE,FALSE,FALSE,3,2
1466419765,10.0.0.3,FALSE,FALSE,FALSE,3,3
1466419796,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419796,10.0.0.3,FALSE,FALSE,FALSE,3,3
1466419822,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419822,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419853,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419853,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419884,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419884,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419915,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419915,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466419946,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466419946,10.0.0.6,FALSE,FALSE,FALSE,3,2
1466419946,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420003,10.0.0.5,TRUE,TRUE,FALSE,3,3
1466420003,10.0.0.6,FALSE,FALSE,FALSE,3,2
1466420003,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420034,10.0.0.5,TRUE,TRUE,FALSE,3,3
1466420034,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420065,10.0.0.5,TRUE,TRUE,FALSE,3,3
1466420065,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420096,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466420096,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420127,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466420127,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420153,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466420153,10.0.0.6,FALSE,FALSE,FALSE,3,2
1466420153,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420184,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420184,10.0.0.3,TRUE,TRUE,TRUE,3,2
1466420215,10.0.0.5,TRUE,TRUE,TRUE,3,3
1466420215,10.0.0.3,TRUE,TRUE,TRUE,3,2
1466420246,10.0.0.5,TRUE,TRUE,FALSE,3,3
1466420246,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420277,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466420277,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420303,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466420303,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420334,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466420334,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420365,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420365,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466420396,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466420396,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420427,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466420427,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420453,10.0.0.5,TRUE,TRUE,FALSE,3,3
1466420453,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420484,10.0.0.5,TRUE,TRUE,FALSE,3,3
1466420484,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420515,10.0.0.5,TRUE,TRUE,FALSE,3,2
1466420515,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420546,10.0.0.5,TRUE,TRUE,FALSE,3,3
1466420546,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420577,10.0.0.5,TRUE,TRUE,FALSE,3,3
1466420577,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420603,10.0.0.5,TRUE,TRUE,FALSE,3,3
1466420603,10.0.0.3,TRUE,TRUE,FALSE,3,3
1466420634,10.0.0.5,TRUE,TRUE,FALSE,3,3
