SystemTime,destinationIP,lastHopIP,linkQuality,neighborLinkQuality,tcEdgeCost,validityTime
1466418562,10.0.0.5,10.0.0.4,1,1,1024,275737
1466418562,10.0.0.3,10.0.0.5,1,1,1024,282156
1466418562,10.0.0.4,10.0.0.5,1,1,1024,282156
1466418562,10.0.0.6,10.0.0.5,1,0.894,1145,282156
1466418562,10.0.0.3,10.0.0.6,0.662,0.94,1641,284105
1466418562,10.0.0.5,10.0.0.6,0.944,1,1083,284105
1466418593,10.0.0.2,10.0.0.1,1,1,1024,284901
1466418593,10.0.0.1,10.0.0.2,1,1,1024,279770
1466418593,10.0.0.3,10.0.0.2,1,1,1024,279770
1466418593,10.0.0.2,10.0.0.3,1,1,1024,0
1466418593,10.0.0.4,10.0.0.3,1,1,1024,0
1466418593,10.0.0.5,10.0.0.3,1,1,1024,0
1466418593,10.0.0.6,10.0.0.3,0.611,0.819,2042,0
1466418593,10.0.0.3,10.0.0.4,1,1,1024,275237
1466418593,10.0.0.5,10.0.0.4,1,1,1024,275237
1466418593,10.0.0.3,10.0.0.5,1,1,1024,280352
1466418593,10.0.0.4,10.0.0.5,1,1,1024,280352
1466418593,10.0.0.6,10.0.0.5,1,1,1024,280352
1466418593,10.0.0.3,10.0.0.6,0.623,0.886,1852,280894
1466418593,10.0.0.5,10.0.0.6,1,1,1024,280894
1466418624,10.0.0.2,10.0.0.1,1,1,1024,283695
1466418624,10.0.0.1,10.0.0.2,1,1,1024,278564
1466418624,10.0.0.3,10.0.0.2,1,1,1024,278564
1466418624,10.0.0.2,10.0.0.3,1,1,1024,0
1466418624,10.0.0.4,10.0.0.3,0.776,1,1318,0
1466418624,10.0.0.5,10.0.0.3,0.944,0.894,1211,0
1466418624,10.0.0.6,10.0.0.3,0.521,0.388,5057,0
1466418624,10.0.0.3,10.0.0.4,1,0.776,1318,273427
1466418624,10.0.0.5,10.0.0.4,1,0.862,1186,273427
1466418624,10.0.0.3,10.0.0.5,0.886,0.944,1222,280950
1466418624,10.0.0.4,10.0.0.5,0.862,1,1186,280950
1466418624,10.0.0.6,10.0.0.5,0.894,1,1145,280950
1466418624,10.0.0.3,10.0.0.6,0.446,0.521,4391,285057
1466418624,10.0.0.5,10.0.0.6,1,0.894,1145,285057
1466418655,10.0.0.2,10.0.0.1,1,1,1024,287960
1466418655,10.0.0.1,10.0.0.2,1,1,1024,282829
1466418655,10.0.0.3,10.0.0.2,0.94,0.886,1227,282829
1466418655,10.0.0.2,10.0.0.3,0.886,0.94,1227,0
1466418655,10.0.0.4,10.0.0.3,0.776,0.886,1488,0
1466418655,10.0.0.5,10.0.0.3,0.831,0.529,2326,0
1466418655,10.0.0.6,10.0.0.3,0.152,0.553,12108,0
1466418655,10.0.0.3,10.0.0.4,0.878,0.819,1422,277142
1466418655,10.0.0.5,10.0.0.4,1,0.788,1299,277142
1466418655,10.0.0.3,10.0.0.5,0.529,0.796,2429,283561
1466418655,10.0.0.4,10.0.0.5,0.788,1,1299,283561
1466418655,10.0.0.6,10.0.0.5,0.701,1,1458,283561
1466418655,10.0.0.3,10.0.0.6,0.497,0.211,9709,284655
1466418655,10.0.0.5,10.0.0.6,1,0.721,1419,284655
1466418686,10.0.0.2,10.0.0.1,1,1,1024,281639
1466418686,10.0.0.1,10.0.0.2,1,1,1024,281526
1466418686,10.0.0.3,10.0.0.2,1,0.886,1155,281526
1466418686,10.0.0.2,10.0.0.3,0.886,1,1155,0
1466418686,10.0.0.4,10.0.0.3,0.729,0.819,1712,0
1466418686,10.0.0.5,10.0.0.3,0.812,0.607,2075,0
1466418686,10.0.0.6,10.0.0.3,0.329,0.364,8523,0
1466418686,10.0.0.3,10.0.0.4,0.831,0.831,1481,276991
1466418686,10.0.0.5,10.0.0.4,1,0.886,1155,276991
1466418686,10.0.0.3,10.0.0.5,0.607,0.831,2026,279296
1466418686,10.0.0.4,10.0.0.5,0.776,1,1318,279296
1466418686,10.0.0.6,10.0.0.5,0.776,0.886,1488,279296
1466418686,10.0.0.3,10.0.0.6,0.364,0.219,12785,282146
1466418686,10.0.0.5,10.0.0.6,0.831,0.776,1586,282146
1466418712,10.0.0.2,10.0.0.1,1,1,1024,283133
1466418712,10.0.0.1,10.0.0.2,1,1,1024,281874
1466418712,10.0.0.3,10.0.0.2,1,0.886,1155,281874
1466418712,10.0.0.2,10.0.0.3,0.94,1,1088,0
1466418712,10.0.0.4,10.0.0.3,0.646,0.886,1785,0
1466418712,10.0.0.5,10.0.0.3,0.701,0.701,2078,0
1466418712,10.0.0.6,10.0.0.3,0.329,0.259,12010,0
1466418712,10.0.0.3,10.0.0.4,0.886,0.721,1601,266939
1466418712,10.0.0.5,10.0.0.4,0.94,0.776,1401,266939
1466418712,10.0.0.3,10.0.0.5,0.701,0.697,2089,274362
1466418712,10.0.0.4,10.0.0.5,0.776,0.94,1401,274362
1466418712,10.0.0.6,10.0.0.5,0.94,0.796,1366,274362
1466418712,10.0.0.3,10.0.0.6,0.259,0.36,10966,274351
1466418712,10.0.0.5,10.0.0.6,0.796,0.94,1366,274351
1466418743,10.0.0.2,10.0.0.1,1,0.831,1231,287560
1466418743,10.0.0.1,10.0.0.2,0.894,1,1145,280520
1466418743,10.0.0.3,10.0.0.2,0.886,0.686,1683,280520
1466418743,10.0.0.2,10.0.0.3,0.721,0.94,1507,0
1466418743,10.0.0.4,10.0.0.3,0.462,0.94,2351,0
1466418743,10.0.0.5,10.0.0.3,0.646,0.553,2862,0
1466418743,10.0.0.6,10.0.0.3,0.282,0.576,6291,0
1466418743,10.0.0.3,10.0.0.4,0.94,0.553,1967,267304
1466418743,10.0.0.5,10.0.0.4,1,0.682,1500,267304
1466418743,10.0.0.3,10.0.0.5,0.553,0.627,2951,279896
1466418743,10.0.0.4,10.0.0.5,0.627,1,1632,279896
1466418743,10.0.0.6,10.0.0.5,0.831,0.839,1467,279896
1466418743,10.0.0.3,10.0.0.6,0.576,0.207,8546,279888
1466418743,10.0.0.5,10.0.0.6,0.839,0.831,1467,279888
1466418774,10.0.0.2,10.0.0.1,1,1,1024,283391
1466418774,10.0.0.1,10.0.0.2,1,1,1024,271131
1466418774,10.0.0.3,10.0.0.2,0.894,0.831,1377,271131
1466418774,10.0.0.2,10.0.0.3,0.878,1,1165,0
1466418774,10.0.0.4,10.0.0.3,0.442,0.886,2607,0
1466418774,10.0.0.5,10.0.0.3,0.682,0.553,2714,0
1466418774,10.0.0.6,10.0.0.3,0.23,0.497,8886,0
1466418774,10.0.0.3,10.0.0.4,0.886,0.607,1900,275985
1466418774,10.0.0.5,10.0.0.4,0.944,0.662,1634,275985
1466418774,10.0.0.3,10.0.0.5,0.553,0.776,2385,283408
1466418774,10.0.0.4,10.0.0.5,0.721,0.944,1501,283408
1466418774,10.0.0.6,10.0.0.5,0.521,0.886,2215,283408
1466418774,10.0.0.3,10.0.0.6,0.521,0.364,5383,283950
1466418774,10.0.0.5,10.0.0.6,0.894,0.521,2195,283950
1466418806,10.0.0.2,10.0.0.1,1,0.886,1155,284384
1466418806,10.0.0.1,10.0.0.2,0.831,1,1231,279253
1466418806,10.0.0.3,10.0.0.2,0.886,0.732,1575,279253
1466418806,10.0.0.2,10.0.0.3,0.776,0.886,1488,0
1466418806,10.0.0.4,10.0.0.3,0.627,0.662,2462,0
1466418806,10.0.0.5,10.0.0.3,0.682,0.442,3386,0
1466418806,10.0.0.6,10.0.0.3,0.576,0.349,5089,0
1466418806,10.0.0.3,10.0.0.4,0.643,0.549,2900,273314
1466418806,10.0.0.5,10.0.0.4,0.886,0.776,1488,273314
1466418806,10.0.0.3,10.0.0.5,0.442,0.682,3386,283451
1466418806,10.0.0.4,10.0.0.5,0.761,0.886,1518,283451
1466418806,10.0.0.6,10.0.0.5,0.894,0.894,1280,283451
1466418806,10.0.0.3,10.0.0.6,0.263,0.345,11293,283441
1466418806,10.0.0.5,10.0.0.6,0.894,0.808,1417,283441
1466418837,10.0.0.2,10.0.0.1,1,0.886,1155,283038
1466418837,10.0.0.1,10.0.0.2,0.886,1,1155,277907
1466418837,10.0.0.3,10.0.0.2,0.831,0.761,1618,277907
1466418837,10.0.0.2,10.0.0.3,0.831,0.94,1308,0
1466418837,10.0.0.4,10.0.0.3,0.497,0.788,2608,0
1466418837,10.0.0.5,10.0.0.3,0.937,0.442,2465,0
1466418837,10.0.0.6,10.0.0.3,0.246,0.098,42276,0
1466418837,10.0.0.3,10.0.0.4,0.776,0.549,2402,273274
1466418837,10.0.0.5,10.0.0.4,1,0.682,1500,273274
1466418837,10.0.0.3,10.0.0.5,0.442,0.94,2455,283459
1466418837,10.0.0.4,10.0.0.5,0.776,1,1318,283459
1466418837,10.0.0.6,10.0.0.5,0.761,0.878,1532,283459
1466418837,10.0.0.3,10.0.0.6,0.148,0.407,16848,284001
1466418837,10.0.0.5,10.0.0.6,0.878,0.732,1589,284001
1466418863,10.0.0.2,10.0.0.1,1,0.886,1155,287559
1466418863,10.0.0.1,10.0.0.2,0.94,1,1088,279162
1466418863,10.0.0.3,10.0.0.2,1,1,1024,279162
1466418863,10.0.0.2,10.0.0.3,1,1,1024,0
1466418863,10.0.0.4,10.0.0.3,0.584,0.94,1862,0
1466418863,10.0.0.5,10.0.0.3,0.607,0.47,3579,0
1466418863,10.0.0.6,10.0.0.3,0.121,0.207,40526,0
1466418863,10.0.0.3,10.0.0.4,0.944,0.521,2077,272769
1466418863,10.0.0.5,10.0.0.4,1,0.662,1545,272769
1466418863,10.0.0.3,10.0.0.5,0.47,0.607,3579,284064
1466418863,10.0.0.4,10.0.0.5,0.721,0.874,1622,284064
1466418863,10.0.0.6,10.0.0.5,0.761,0.776,1733,284064
1466418863,10.0.0.3,10.0.0.6,0.207,0.172,4194304,279227
1466418863,10.0.0.5,10.0.0.6,0.776,0.721,1827,279227
1466418894,10.0.0.2,10.0.0.1,1,1,1024,285251
1466418894,10.0.0.1,10.0.0.2,1,1,1024,280120
1466418894,10.0.0.3,10.0.0.2,0.894,0.831,1377,280120
1466418894,10.0.0.2,10.0.0.3,0.886,0.894,1292,0
1466418894,10.0.0.4,10.0.0.3,0.682,0.886,1693,0
1466418894,10.0.0.5,10.0.0.3,0.529,0.682,2834,0
1466418894,10.0.0.6,10.0.0.3,0.427,0.553,4332,0
1466418894,10.0.0.3,10.0.0.4,0.886,0.611,1888,275636
1466418894,10.0.0.5,10.0.0.4,0.776,0.94,1401,275636
1466418894,10.0.0.3,10.0.0.5,0.761,0.697,1928,283059
1466418894,10.0.0.4,10.0.0.5,0.94,0.776,1401,283059
1466418894,10.0.0.6,10.0.0.5,0.662,0.886,1743,283059
1466418894,10.0.0.3,10.0.0.6,0.462,0.329,6717,284252
1466418894,10.0.0.5,10.0.0.6,0.831,0.662,1858,284252
1466418925,10.0.0.2,10.0.0.1,1,0.894,1145,285594
1466418925,10.0.0.1,10.0.0.2,0.894,1,1145,282072
1466418925,10.0.0.3,10.0.0.2,1,1,1024,282072
1466418925,10.0.0.2,10.0.0.3,0.94,1,1088,0
1466418925,10.0.0.4,10.0.0.3,0.721,0.831,1706,0
1466418925,10.0.0.5,10.0.0.3,0.576,0.576,3081,0
1466418925,10.0.0.6,10.0.0.3,0.353,0.274,10569,0
1466418925,10.0.0.3,10.0.0.4,0.831,0.576,2136,270099
1466418925,10.0.0.5,10.0.0.4,0.94,0.576,1887,270099
1466418925,10.0.0.3,10.0.0.5,0.576,0.627,2831,278379
1466418925,10.0.0.4,10.0.0.5,0.576,0.94,1887,278379
1466418925,10.0.0.6,10.0.0.5,0.701,0.831,1754,278379
1466418925,10.0.0.3,10.0.0.6,0.364,0.497,5637,283647
1466418925,10.0.0.5,10.0.0.6,0.897,0.627,1817,283647
1466418956,10.0.0.2,10.0.0.1,1,0.796,1286,284999
1466418956,10.0.0.1,10.0.0.2,0.788,1,1299,281575
1466418956,10.0.0.3,10.0.0.2,1,0.839,1220,281575
1466418956,10.0.0.2,10.0.0.3,0.886,1,1155,0
1466418956,10.0.0.4,10.0.0.3,0.607,1,1684,0
1466418956,10.0.0.5,10.0.0.3,0.796,0.94,1366,0
1466418956,10.0.0.6,10.0.0.3,0.407,0.776,3233,0
1466418956,10.0.0.3,10.0.0.4,1,0.553,1851,275184
1466418956,10.0.0.5,10.0.0.4,1,0.721,1419,275184
1466418956,10.0.0.3,10.0.0.5,0.94,0.776,1401,282104
1466418956,10.0.0.4,10.0.0.5,0.701,1,1458,282104
1466418956,10.0.0.6,10.0.0.5,0.894,0.776,1474,282104
1466418956,10.0.0.3,10.0.0.6,0.776,0.419,3142,282646
1466418956,10.0.0.5,10.0.0.6,0.721,0.886,1601,282646
1466418987,10.0.0.2,10.0.0.1,1,1,1024,284349
1466418987,10.0.0.1,10.0.0.2,1,1,1024,280725
1466418987,10.0.0.3,10.0.0.2,1,1,1024,280725
1466418987,10.0.0.2,10.0.0.3,1,1,1024,0
1466418987,10.0.0.4,10.0.0.3,1,1,1024,0
1466418987,10.0.0.5,10.0.0.3,0.944,0.94,1151,0
1466418987,10.0.0.6,10.0.0.3,0.761,0.721,1865,0
1466418987,10.0.0.3,10.0.0.4,1,1,1024,275639
1466418987,10.0.0.5,10.0.0.4,1,1,1024,275639
1466418987,10.0.0.3,10.0.0.5,0.94,0.944,1151,281809
1466418987,10.0.0.4,10.0.0.5,1,1,1024,281809
1466418987,10.0.0.6,10.0.0.5,1,0.839,1220,281809
1466418987,10.0.0.3,10.0.0.6,0.721,0.701,2021,282149
1466418987,10.0.0.5,10.0.0.6,0.839,1,1220,282149
1466419013,10.0.0.2,10.0.0.1,1,1,1024,287657
1466419013,10.0.0.1,10.0.0.2,1,1,1024,280820
1466419013,10.0.0.3,10.0.0.2,1,1,1024,280820
1466419013,10.0.0.2,10.0.0.3,1,1,1024,0
1466419013,10.0.0.4,10.0.0.3,0.839,0.839,1453,0
1466419013,10.0.0.5,10.0.0.3,0.878,0.639,1823,0
1466419013,10.0.0.6,10.0.0.3,0.396,0.435,5939,0
1466419013,10.0.0.3,10.0.0.4,0.839,0.886,1376,275584
1466419013,10.0.0.5,10.0.0.4,1,0.886,1155,275584
1466419013,10.0.0.3,10.0.0.5,0.729,0.944,1485,278791
1466419013,10.0.0.4,10.0.0.5,0.886,1,1155,278791
1466419013,10.0.0.6,10.0.0.5,0.748,0.732,1864,278791
1466419013,10.0.0.3,10.0.0.6,0.435,0.529,4443,277878
1466419013,10.0.0.5,10.0.0.6,0.776,0.878,1501,277878
1466419044,10.0.0.2,10.0.0.1,1,0.847,1208,281931
1466419044,10.0.0.1,10.0.0.2,0.886,1,1155,280513
1466419044,10.0.0.3,10.0.0.2,1,0.894,1145,280513
1466419044,10.0.0.2,10.0.0.3,0.94,1,1088,0
1466419044,10.0.0.4,10.0.0.3,0.748,0.748,1825,0
1466419044,10.0.0.5,10.0.0.3,0.732,0.607,2297,0
1466419044,10.0.0.6,10.0.0.3,0.211,0.372,12979,0
1466419044,10.0.0.3,10.0.0.4,0.761,0.776,1733,267601
1466419044,10.0.0.5,10.0.0.4,1,0.435,2352,267601
1466419044,10.0.0.3,10.0.0.5,0.607,0.732,2297,282903
1466419044,10.0.0.4,10.0.0.5,0.497,1,2056,282903
1466419044,10.0.0.6,10.0.0.5,0.662,0.776,1989,282903
1466419044,10.0.0.3,10.0.0.6,0.466,0.31,7082,283445
1466419044,10.0.0.5,10.0.0.6,0.776,0.748,1760,283445
1466419075,10.0.0.2,10.0.0.1,1,0.937,1092,283484
1466419075,10.0.0.1,10.0.0.2,0.937,1,1092,280314
1466419075,10.0.0.3,10.0.0.2,0.776,1,1318,280314
1466419075,10.0.0.2,10.0.0.3,0.94,0.776,1401,0
1466419075,10.0.0.4,10.0.0.3,0.607,0.839,2007,0
1466419075,10.0.0.5,10.0.0.3,0.796,0.721,1782,0
1466419075,10.0.0.6,10.0.0.3,0.129,0.553,14310,0
1466419075,10.0.0.3,10.0.0.4,0.894,0.553,2071,276286
1466419075,10.0.0.5,10.0.0.4,1,0.732,1396,276286
1466419075,10.0.0.3,10.0.0.5,0.721,0.839,1691,276571
1466419075,10.0.0.4,10.0.0.5,0.662,1,1545,276571
1466419075,10.0.0.6,10.0.0.5,0.721,0.878,1615,276571
1466419075,10.0.0.3,10.0.0.6,0.553,0.364,5077,275553
1466419075,10.0.0.5,10.0.0.6,0.776,0.721,1827,275553
1466419106,10.0.0.2,10.0.0.1,1,0.937,1092,279411
1466419106,10.0.0.1,10.0.0.2,0.878,1,1165,278050
1466419106,10.0.0.3,10.0.0.2,1,0.886,1155,278050
1466419106,10.0.0.2,10.0.0.3,0.94,1,1088,0
1466419106,10.0.0.4,10.0.0.3,0.721,0.894,1587,0
1466419106,10.0.0.5,10.0.0.3,0.396,0.521,4956,0
1466419106,10.0.0.6,10.0.0.3,0.278,0.349,10537,0
1466419106,10.0.0.3,10.0.0.4,0.894,0.721,1587,276687
1466419106,10.0.0.5,10.0.0.4,0.894,0.732,1561,276687
1466419106,10.0.0.3,10.0.0.5,0.521,0.419,4678,282300
1466419106,10.0.0.4,10.0.0.5,0.732,0.894,1561,282300
1466419106,10.0.0.6,10.0.0.5,0.721,0.886,1601,282300
1466419106,10.0.0.3,10.0.0.6,0.349,0.207,14116,284402
1466419106,10.0.0.5,10.0.0.6,0.886,0.721,1601,284402
1466419163,10.0.0.2,10.0.0.1,1,0.886,1155,285197
1466419163,10.0.0.1,10.0.0.2,0.94,1,1088,280066
1466419163,10.0.0.3,10.0.0.2,1,0.937,1092,280066
1466419163,10.0.0.2,10.0.0.3,0.94,1,1088,0
1466419163,10.0.0.4,10.0.0.3,0.47,0.776,2802,0
1466419163,10.0.0.5,10.0.0.3,0.831,0.525,2343,0
1466419163,10.0.0.6,10.0.0.3,0.349,0.349,8406,0
1466419163,10.0.0.3,10.0.0.4,0.776,0.525,2509,273927
1466419163,10.0.0.5,10.0.0.4,1,0.701,1458,273927
1466419163,10.0.0.3,10.0.0.5,0.525,0.831,2343,279742
1466419163,10.0.0.4,10.0.0.5,0.701,1,1458,279742
1466419163,10.0.0.6,10.0.0.5,0.894,0.94,1216,279742
1466419163,10.0.0.3,10.0.0.6,0.349,0.263,11166,282193
1466419163,10.0.0.5,10.0.0.6,0.94,0.878,1238,282193
1466419194,10.0.0.2,10.0.0.1,1,1,1024,286402
1466419194,10.0.0.1,10.0.0.2,1,1,1024,279564
1466419194,10.0.0.3,10.0.0.2,0.94,0.796,1366,279564
1466419194,10.0.0.2,10.0.0.3,0.776,0.94,1401,0
1466419194,10.0.0.4,10.0.0.3,0.561,0.937,1948,0
1466419194,10.0.0.5,10.0.0.3,0.553,0.627,2951,0
1466419194,10.0.0.6,10.0.0.3,0.372,0.282,9734,0
1466419194,10.0.0.3,10.0.0.4,0.937,0.525,2079,275333
1466419194,10.0.0.5,10.0.0.4,1,0.576,1776,275333
1466419194,10.0.0.3,10.0.0.5,0.627,0.584,2793,284563
1466419194,10.0.0.4,10.0.0.5,0.549,1,1865,284563
1466419194,10.0.0.6,10.0.0.5,0.839,0.831,1467,284563
1466419194,10.0.0.3,10.0.0.6,0.246,0.349,11875,283298
1466419194,10.0.0.5,10.0.0.6,0.831,0.894,1377,283298
1466419225,10.0.0.2,10.0.0.1,1,1,1024,285448
1466419225,10.0.0.1,10.0.0.2,1,1,1024,280317
1466419225,10.0.0.3,10.0.0.2,0.944,0.662,1634,280317
1466419225,10.0.0.2,10.0.0.3,0.662,0.944,1634,0
1466419225,10.0.0.4,10.0.0.3,0.47,0.94,2312,0
1466419225,10.0.0.5,10.0.0.3,0.776,0.607,2169,0
1466419225,10.0.0.3,10.0.0.4,0.94,0.442,2455,276989
1466419225,10.0.0.5,10.0.0.4,0.94,0.576,1887,276989
1466419225,10.0.0.3,10.0.0.5,0.643,0.697,2280,279689
1466419225,10.0.0.4,10.0.0.5,0.576,0.94,1887,279689
1466419225,10.0.0.6,10.0.0.5,0.831,0.886,1389,279689
1466419225,10.0.0.5,10.0.0.6,0.831,0.886,1389,269177
1466419256,10.0.0.2,10.0.0.1,1,0.886,1155,283039
1466419256,10.0.0.1,10.0.0.2,0.819,1,1249,279514
1466419256,10.0.0.3,10.0.0.2,1,1,1024,279514
1466419256,10.0.0.2,10.0.0.3,1,1,1024,0
1466419256,10.0.0.4,10.0.0.3,0.643,0.839,1897,0
1466419256,10.0.0.5,10.0.0.3,0.831,0.623,1975,0
1466419256,10.0.0.6,10.0.0.3,0.298,0.184,18640,0
1466419256,10.0.0.3,10.0.0.4,0.839,0.686,1777,270810
1466419256,10.0.0.5,10.0.0.4,0.886,0.627,1841,270810
1466419256,10.0.0.3,10.0.0.5,0.607,0.788,2137,279795
1466419256,10.0.0.4,10.0.0.5,0.662,0.886,1743,279795
1466419256,10.0.0.6,10.0.0.5,0.662,0.788,1960,279795
1466419256,10.0.0.3,10.0.0.6,0.246,0.259,16013,284602
1466419256,10.0.0.5,10.0.0.6,0.886,0.732,1575,284602
1466419282,10.0.0.2,10.0.0.1,1,0.682,1500,284899
1466419282,10.0.0.1,10.0.0.2,0.682,1,1500,281522
1466419282,10.0.0.3,10.0.0.2,0.94,0.886,1227,281522
1466419282,10.0.0.2,10.0.0.3,0.831,0.94,1308,0
1466419282,10.0.0.4,10.0.0.3,0.442,0.729,3168,0
1466419282,10.0.0.5,10.0.0.3,0.721,0.686,2067,0
1466419282,10.0.0.6,10.0.0.3,0.607,0.525,3205,0
1466419282,10.0.0.3,10.0.0.4,0.729,0.388,3616,276838
1466419282,10.0.0.5,10.0.0.4,1,0.732,1396,276838
1466419282,10.0.0.3,10.0.0.5,0.697,0.732,2000,271659
1466419282,10.0.0.4,10.0.0.5,0.788,1,1299,271659
1466419282,10.0.0.6,10.0.0.5,0.94,0.894,1216,271659
1466419282,10.0.0.3,10.0.0.6,0.435,0.384,6121,284452
1466419282,10.0.0.5,10.0.0.6,0.878,1,1165,284452
1466419313,10.0.0.2,10.0.0.1,1,0.886,1155,286756
1466419313,10.0.0.1,10.0.0.2,0.886,1,1155,278210
1466419313,10.0.0.3,10.0.0.2,0.831,0.839,1467,278210
1466419313,10.0.0.2,10.0.0.3,0.819,0.831,1502,0
1466419313,10.0.0.4,10.0.0.3,0.497,0.627,3276,0
1466419313,10.0.0.5,10.0.0.3,0.701,0.521,2796,0
1466419313,10.0.0.6,10.0.0.3,0.701,0.298,4894,0
1466419313,10.0.0.3,10.0.0.4,0.678,0.497,3030,276941
1466419313,10.0.0.5,10.0.0.4,0.819,0.584,2138,276941
1466419313,10.0.0.3,10.0.0.5,0.521,0.662,2962,280347
1466419313,10.0.0.4,10.0.0.5,0.607,0.831,2026,280347
1466419313,10.0.0.6,10.0.0.5,0.819,0.682,1830,280347
1466419313,10.0.0.3,10.0.0.6,0.298,0.761,4516,284603
1466419313,10.0.0.5,10.0.0.6,0.607,0.831,2026,284603
1466419344,10.0.0.2,10.0.0.1,1,0.886,1155,283596
1466419344,10.0.0.1,10.0.0.2,0.94,1,1088,278465
1466419344,10.0.0.3,10.0.0.2,1,0.831,1231,278465
1466419344,10.0.0.2,10.0.0.3,0.897,1,1140,0
1466419344,10.0.0.4,10.0.0.3,0.937,0.894,1221,0
1466419344,10.0.0.5,10.0.0.3,0.94,0.94,1156,0
1466419344,10.0.0.6,10.0.0.3,0.788,0.682,1903,0
1466419344,10.0.0.3,10.0.0.4,0.94,0.646,1681,277141
1466419344,10.0.0.5,10.0.0.4,1,0.937,1092,277141
1466419344,10.0.0.3,10.0.0.5,0.94,0.886,1227,284765
1466419344,10.0.0.4,10.0.0.5,0.937,1,1092,284765
1466419344,10.0.0.6,10.0.0.5,1,0.831,1231,284765
1466419344,10.0.0.3,10.0.0.6,0.607,0.732,2297,283200
1466419344,10.0.0.5,10.0.0.6,0.831,1,1231,283200
1466419375,10.0.0.2,10.0.0.1,1,1,1024,286103
1466419375,10.0.0.1,10.0.0.2,1,1,1024,279419
1466419375,10.0.0.3,10.0.0.2,1,1,1024,279419
1466419375,10.0.0.2,10.0.0.3,1,1,1024,0
1466419375,10.0.0.4,10.0.0.3,0.944,0.886,1222,0
1466419375,10.0.0.5,10.0.0.3,1,0.894,1145,0
1466419375,10.0.0.6,10.0.0.3,0.886,0.662,1743,0
1466419375,10.0.0.3,10.0.0.4,0.886,0.886,1303,273229
1466419375,10.0.0.5,10.0.0.4,1,1,1024,273229
1466419375,10.0.0.3,10.0.0.5,0.944,1,1083,280652
