SystemTime,ipAdress,symmetric,multiPointRelay,multiPointRelaySelector,willingness,twoHopNeighborCount
1466418475,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418475,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418506,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418506,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418532,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418532,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418563,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418563,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418594,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418594,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418625,10.0.0.5,TRUE,FALSE,FALSE,3,3
1466418625,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418625,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418656,10.0.0.5,FALSE,FALSE,FALSE,3,3
1466418656,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418656,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418682,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418682,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418713,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418713,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418744,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418744,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418775,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418775,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418806,10.0.0.5,FALSE,FALSE,FALSE,3,3
1466418806,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418806,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418832,10.0.0.5,FALSE,FALSE,FALSE,3,3
1466418832,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418832,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418863,10.0.0.5,TRUE,FALSE,FALSE,3,3
1466418863,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418863,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418894,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418894,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418925,10.0.0.5,TRUE,FALSE,FALSE,3,0
1466418925,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418925,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418956,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418956,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466418982,10.0.0.3,TRUE,TRUE,TRUE,3,3
1466418982,10.0.0.1,TRUE,FALSE,TRUE,3,0
1466419013,10.0.0.3,TRUE,TRUE,TRUE,3,3
